"Date","ISO","Country","Scale","Note"
21/03/2020,"STP","São Tomé and Príncipe","National",
21/03/2020,"SUR","Suriname","National",
21/03/2020,"SVK","Slovakia","National",
21/03/2020,"SWE","Sweden","Localized","Closure of all upper secondary educational institutions and universities."
21/03/2020,"SWZ","Eswatini","National",
21/03/2020,"SXM","Sint Marteen","National",
21/03/2020,"SYC","Seychelles","Localized",
21/03/2020,"SYR","Syrian Arab Republic","National",
21/03/2020,"TCA","Turks and Caicos Island","National",
21/03/2020,"TCD","Chad","National",
21/03/2020,"TGO","Togo","National",
21/03/2020,"THA","Thailand","National",
21/03/2020,"TTO","Trinidad and Tobago","National",
21/03/2020,"TUN","Tunisia","National",
21/03/2020,"TUR","Turkey","National",
21/03/2020,"TZA","United Republic of Tanzania","National",
21/03/2020,"UGA","Uganda","National",
21/03/2020,"UKR","Ukraine","National",
21/03/2020,"URY","Uruguay","National",
21/03/2020,"USA","United States of America","Localized",
21/03/2020,"UZB","Uzbekistan","National",
21/03/2020,"VEN","Venezuela","National",
21/03/2020,"VGB","British Virgin Islands","National",
21/03/2020,"VNM","Viet Nam","Localized",
21/03/2020,"WSM","Samoa","National",
21/03/2020,"YEM","Yemen","Localized",
21/03/2020,"ZAF","South Africa","National",
21/03/2020,"ZMB","Zambia","National",
22/03/2020,"ABW","Aruba","National",
22/03/2020,"AFG","Afghanistan","National",
22/03/2020,"AIA","Anguilla","National",
22/03/2020,"ALB","Albania","National",
22/03/2020,"AND","Andorra","National",
22/03/2020,"ARE","United Arab Emirates","National",
22/03/2020,"ARG","Argentina ","National",
22/03/2020,"ARM","Armenia","National",
22/03/2020,"ATG","Antigua and Barbuda","National",
22/03/2020,"AUT","Austria","National",
22/03/2020,"AZE","Azerbaijan","National",
22/03/2020,"BEL","Belgium","National",
22/03/2020,"BFA","Burkina Faso ","National",
22/03/2020,"BGD","Bangladesh","National",
22/03/2020,"BHR","Bahrain","National",
22/03/2020,"BHS","Bahamas","National",
22/03/2020,"BIH","Bosnia and Herzegovina","National",
22/03/2020,"BOL","Bolivia (Plurinational State of)","National",
22/03/2020,"BRA","Brazil","Localized",
22/03/2020,"BRB","Barbados","National",
22/03/2020,"BTN","Bhutan","National",
22/03/2020,"BWA","Botswana","National",
22/03/2020,"CAN","Canada","Localized","The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
22/03/2020,"CHE","Switzerland","National",
22/03/2020,"CHL","Chile","National",
22/03/2020,"CHN","China","National",
22/03/2020,"CIV","Cote d'Ivoire","National",
22/03/2020,"CMR","Cameroon","National",
22/03/2020,"COD","Democratic Republic of the Congo","National",
22/03/2020,"COG","Congo","National",
22/03/2020,"COL","Colombia","National",
22/03/2020,"COM","Comoros","National",
22/03/2020,"CRI","Costa Rica","National",
22/03/2020,"CUW","Curaçao","National",
22/03/2020,"CYM","Cayman Islands","National",
22/03/2020,"CYP","Cyprus","National",
22/03/2020,"CZE","Czechia","National",
22/03/2020,"DEU","Germany","National",
22/03/2020,"DJI","Djibouti","National",
22/03/2020,"DNK","Denmark","National",
22/03/2020,"DOM","Dominican Republic","National",
22/03/2020,"DZA","Algeria","National",
22/03/2020,"ECU","Ecuador","National","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
22/03/2020,"EGY","Egypt","National",
22/03/2020,"ESP","Spain","National",
22/03/2020,"EST","Estonia","National",
22/03/2020,"ETH","Ethiopia","National",
22/03/2020,"FIN","Finland","National","Education in the early grades continues in some cases, as well as in general for children with special needs and if considered necessary for the completion of studies."
22/03/2020,"FRA","France","National",
22/03/2020,"FRO","Faroe Islands","National","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
22/03/2020,"FSM","Micronesia (Federated States of)","National",
22/03/2020,"GAB","Gabon","National",
22/03/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
22/03/2020,"GEO","Georgia","National",
22/03/2020,"GHA","Ghana","National",
22/03/2020,"GMB","Gambia","National",
22/03/2020,"GNB","Guinea-Bissau","National",
22/03/2020,"GNQ","Equatorial Guinea ","National",
22/03/2020,"GRC","Greece","National",
22/03/2020,"GRD","Grenada","National",
22/03/2020,"GRL","Greenland","National",
22/03/2020,"GTM","Guatemala","National",
22/03/2020,"GUY","Guyana","National",
22/03/2020,"HND","Honduras","National",
22/03/2020,"HRV","Croatia","National",
22/03/2020,"HTI","Haiti","National",
22/03/2020,"HUN","Hungary","National",
22/03/2020,"IDN","Indonesia","Localized",
22/03/2020,"IND","India","Localized","While no national level announcement has been made, 27 of 28 states and 5 of 8 union territories have announced school closures with some variations in school levels."
22/03/2020,"IRL","Ireland","National",
22/03/2020,"IRN","Iran (Islamic Republic of)","National",
22/03/2020,"IRQ","Iraq","National",
22/03/2020,"ISL","Iceland","Localized","Primary education institutions can remain open, if classes of under 20 children are assured."
22/03/2020,"ISR","Israel","National",
22/03/2020,"ITA","Italy","National",
22/03/2020,"JAM","Jamaica","National",
22/03/2020,"JOR","Jordan","National",
22/03/2020,"JPN","Japan","National",
22/03/2020,"KAZ","Kazakhstan","National",
22/03/2020,"KEN","Kenya","National",
22/03/2020,"KGZ","Kyrgyzstan ","National",
22/03/2020,"KHM","Cambodia","National",
22/03/2020,"KOR","Republic of Korea","National","The 2020 academic year started in early April with 5 weeks delay. Classes are being offered only through distance learning."
22/03/2020,"KWT","Kuwait","National",
22/03/2020,"LAO","Lao PDR","National",
22/03/2020,"LBN","Lebanon","National",
22/03/2020,"LBR","Liberia","National",
22/03/2020,"LBY","Libya","National",
22/03/2020,"LCA","Saint Lucia","National",
22/03/2020,"LIE","Liechtenstein","National",
22/03/2020,"LKA","Sri Lanka","National",
22/03/2020,"LSO","Lesotho","National","Schools are closed but public primary schools continue feeding schemes, where some pupils get their only meal."
22/03/2020,"LTU","Lithuania","National",
22/03/2020,"LUX","Luxembourg","National",
22/03/2020,"LVA","Latvia","National",
22/03/2020,"MAR","Morocco","National",
22/03/2020,"MCO","Monaco","National",
22/03/2020,"MDA","Republic of Moldova","National",
22/03/2020,"MDG","Madagascar","National",
22/03/2020,"MDV","Maldives","National",
22/03/2020,"MKD","North Macedonia","National",
22/03/2020,"MLI","Mali","National",
22/03/2020,"MLT","Malta","National",
22/03/2020,"MMR","Myanmar","National",
22/03/2020,"MNE","Montenegro ","National",
22/03/2020,"MNG","Mongolia","National","The government mandated school closures on 27 January "
22/03/2020,"MRT","Mauritania ","National",
22/03/2020,"MSR","Montserrat","National",
22/03/2020,"MUS","Mauritius","National",
22/03/2020,"MYS","Malaysia","National",
22/03/2020,"NAM","Namibia  ","National",
22/03/2020,"NLD","Netherlands","National",
22/03/2020,"NOR","Norway","National",
22/03/2020,"NPL","Nepal","National",
22/03/2020,"OMN","Oman","National",
22/03/2020,"PAK","Pakistan ","National",
22/03/2020,"PAN","Panama","National",
22/03/2020,"PER","Peru","National",
22/03/2020,"PHL","Philippines","National",
22/03/2020,"POL","Poland","National",
22/03/2020,"PRK","Democratic People's Republic of Korea","National",
22/03/2020,"PRT","Portugal","National",
22/03/2020,"PRY","Paraguay ","National",
22/03/2020,"PSE","Palestine","National",
22/03/2020,"QAT","Qatar","National",
22/03/2020,"ROU","Romania","National",
22/03/2020,"RUS","Russian Federation","Localized",
22/03/2020,"RWA","Rwanda ","National",
22/03/2020,"SAU","Saudi Arabia","National",
22/03/2020,"SDN","Sudan","National",
22/03/2020,"SEN","Senegal","National",
22/03/2020,"SJM","Svalbard","National",
22/03/2020,"SLV","El Salvador","National",
22/03/2020,"SMR","San Marino","National",
22/03/2020,"SOM","Somalia","National",
22/03/2020,"SRB","Serbia","National",
22/03/2020,"SSD","South Sudan","National",
22/03/2020,"STP","São Tomé and Príncipe","National",
22/03/2020,"SUR","Suriname","National",
22/03/2020,"SVK","Slovakia","National",
22/03/2020,"SWE","Sweden","Localized","Closure of all upper secondary educational institutions and universities."
22/03/2020,"SWZ","Eswatini","National",
22/03/2020,"SXM","Sint Marteen","National",
22/03/2020,"SYC","Seychelles","Localized",
22/03/2020,"SYR","Syrian Arab Republic","National",
22/03/2020,"TCA","Turks and Caicos Island","National",
22/03/2020,"TCD","Chad","National",
22/03/2020,"TGO","Togo","National",
22/03/2020,"THA","Thailand","National",
22/03/2020,"TTO","Trinidad and Tobago","National",
22/03/2020,"TUN","Tunisia","National",
22/03/2020,"TUR","Turkey","National",
22/03/2020,"TZA","United Republic of Tanzania","National",
22/03/2020,"UGA","Uganda","National",
22/03/2020,"UKR","Ukraine","National",
22/03/2020,"URY","Uruguay","National",
22/03/2020,"USA","United States of America","Localized",
22/03/2020,"UZB","Uzbekistan","National",
22/03/2020,"VEN","Venezuela","National",
22/03/2020,"VGB","British Virgin Islands","National",
22/03/2020,"VNM","Viet Nam","Localized",
22/03/2020,"WSM","Samoa","National",
22/03/2020,"YEM","Yemen","Localized",
22/03/2020,"ZAF","South Africa","National",
22/03/2020,"ZMB","Zambia","National",
23/03/2020,"ABW","Aruba","National",
23/03/2020,"AFG","Afghanistan","National",
23/03/2020,"AIA","Anguilla","National",
23/03/2020,"ALB","Albania","National",
23/03/2020,"AND","Andorra","National",
23/03/2020,"ARE","United Arab Emirates","National",
23/03/2020,"ARG","Argentina ","National",
23/03/2020,"ARM","Armenia","National",
23/03/2020,"ATG","Antigua and Barbuda","National",
23/03/2020,"AUT","Austria","National",
23/03/2020,"AZE","Azerbaijan","National",
23/03/2020,"BEL","Belgium","National",
23/03/2020,"BFA","Burkina Faso ","National",
23/03/2020,"BGD","Bangladesh","National",
23/03/2020,"BHR","Bahrain","National",
23/03/2020,"BHS","Bahamas","National",
23/03/2020,"BIH","Bosnia and Herzegovina","National",
23/03/2020,"BLZ","Belize","National",
23/03/2020,"BMU","Bermuda","National",
23/03/2020,"BOL","Bolivia (Plurinational State of)","National",
23/03/2020,"BRA","Brazil","Localized",
23/03/2020,"BRB","Barbados","National",
23/03/2020,"BTN","Bhutan","National",
23/03/2020,"BWA","Botswana","National",
23/03/2020,"CAN","Canada","National",
23/03/2020,"CHE","Switzerland","National",
23/03/2020,"CHL","Chile","National",
23/03/2020,"CHN","China","National","Some schools have re-opened in certain regions, but most remain closed"
23/03/2020,"CIV","Cote d'Ivoire","National",
23/03/2020,"CMR","Cameroon","National",
23/03/2020,"COD","Democratic Republic of the Congo","National",
23/03/2020,"COG","Congo","National",
23/03/2020,"COL","Colombia","National",
23/03/2020,"COM","Comoros","National",
23/03/2020,"CRI","Costa Rica","National",
23/03/2020,"CUW","Curaçao","National",
23/03/2020,"CYM","Cayman Islands","National",
23/03/2020,"CYP","Cyprus","National",
23/03/2020,"CZE","Czechia","National",
23/03/2020,"DEU","Germany","National",
23/03/2020,"DJI","Djibouti","National",
23/03/2020,"DMA","Dominica","National",
23/03/2020,"DNK","Denmark","National",
23/03/2020,"DOM","Dominican Republic","National",
23/03/2020,"DZA","Algeria","National",
23/03/2020,"ECU","Ecuador","National","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
23/03/2020,"EGY","Egypt","National",
23/03/2020,"ESP","Spain","National",
23/03/2020,"EST","Estonia","National",
23/03/2020,"ETH","Ethiopia","National",
23/03/2020,"FIN","Finland","National","Education in the early grades continues in some cases, as well as in general for children with special needs and if considered necessary for the completion of studies."
23/03/2020,"FJI","Fiji","National",
23/03/2020,"FRA","France","National",
23/03/2020,"FRO","Faroe Islands","National","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
23/03/2020,"FSM","Micronesia (Federated States of)","National",
23/03/2020,"GAB","Gabon","National",
23/03/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
23/03/2020,"GEO","Georgia","National",
23/03/2020,"GHA","Ghana","National",
23/03/2020,"GIB","Gibraltar","National",
23/03/2020,"GMB","Gambia","National",
23/03/2020,"GNB","Guinea-Bissau","National",
23/03/2020,"GNQ","Equatorial Guinea ","National",
23/03/2020,"GRC","Greece","National",
23/03/2020,"GRD","Grenada","National",
23/03/2020,"GRL","Greenland","National",
23/03/2020,"GTM","Guatemala","National",
23/03/2020,"GUY","Guyana","National",
23/03/2020,"HND","Honduras","National",
23/03/2020,"HRV","Croatia","National",
23/03/2020,"HTI","Haiti","National",
23/03/2020,"HUN","Hungary","National",
23/03/2020,"IDN","Indonesia","Localized",
23/03/2020,"IND","India","Localized","While no national level announcement has been made, 27 of 28 states and 5 of 8 union territories have announced school closures with some variations in school levels."
23/03/2020,"IRL","Ireland","National",
23/03/2020,"IRN","Iran (Islamic Republic of)","National",
23/03/2020,"IRQ","Iraq","National",
23/03/2020,"ISL","Iceland","Localized","Primary education institutions can remain open, if classes of under 20 children are assured."
23/03/2020,"ISR","Israel","National",
23/03/2020,"ITA","Italy","National",
23/03/2020,"JAM","Jamaica","National",
23/03/2020,"JOR","Jordan","National",
23/03/2020,"JPN","Japan","National",
23/03/2020,"KAZ","Kazakhstan","National",
23/03/2020,"KEN","Kenya","National",
23/03/2020,"KGZ","Kyrgyzstan ","National",
23/03/2020,"KHM","Cambodia","National",
23/03/2020,"KOR","Republic of Korea","National","The 2020 academic year started in early April with 5 weeks delay. Classes are being offered only through distance learning."
23/03/2020,"KWT","Kuwait","National",
23/03/2020,"LAO","Lao PDR","National",
23/03/2020,"LBN","Lebanon","National",
23/03/2020,"LBR","Liberia","National",
23/03/2020,"LBY","Libya","National",
23/03/2020,"LCA","Saint Lucia","National",
23/03/2020,"LIE","Liechtenstein","National",
23/03/2020,"LKA","Sri Lanka","National",
23/03/2020,"LSO","Lesotho","National","Schools are closed but public primary schools continue feeding schemes, where some pupils get their only meal."
23/03/2020,"LTU","Lithuania","National",
23/03/2020,"LUX","Luxembourg","National",
23/03/2020,"LVA","Latvia","National",
23/03/2020,"MAR","Morocco","National",
23/03/2020,"MCO","Monaco","National",
23/03/2020,"MDA","Republic of Moldova","National",
23/03/2020,"MDG","Madagascar","National",
23/03/2020,"MDV","Maldives","National",
23/03/2020,"MEX","Mexico","National",
23/03/2020,"MKD","North Macedonia","National",
23/03/2020,"MLI","Mali","National",
23/03/2020,"MLT","Malta","National",
23/03/2020,"MMR","Myanmar","National",
23/03/2020,"MNE","Montenegro ","National",
23/03/2020,"MNG","Mongolia","National","The government mandated school closures on 27 January "
23/03/2020,"MOZ","Mozambique","National",
23/03/2020,"MRT","Mauritania ","National",
23/03/2020,"MSR","Montserrat","National",
23/03/2020,"MUS","Mauritius","National",
23/03/2020,"MWI","Malawi ","National",
23/03/2020,"MYS","Malaysia","National",
23/03/2020,"NAM","Namibia  ","National",
