adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,ObjectId
Chagos Archipelagio,IOT,72.459611,-7.40237,,,,,,,201
Chile,CHL,-71.21981,-35.226443,02.07.2020,"[https://www.osac.gov/Content/Report/711d9a25-ed17-46fa-9f2b-18db6ceda365]
[https://www.gov.uk/foreign-travel-advice/chile]
[https://cl.usembassy.gov/covid-19-information/]
[https://chile.gob.cl/chile/en/medidas-de-prevencion-ante-el-nuevo-coronavirus]","Lockdown measures in, near Santiago, other regions extended one week (Xinhua, 02.07.2020)

*****Inbound restrictions:
On 18 March 2020 the Chilean Government introduced a prohibition on entry into the country, except for Chilean nationals and foreign nationals with valid residency visas for Chile. The restrictions do not apply to Chilean nationals or residents, diplomatic visa holders, or those providing humanitarian aid. All returning travellers are required to self-quarantine for 14 days. 

*****Internal restrictions:
Chilean President Sebastian Piñera announced a 90-day ‘National State of Catastrophe’ on Wednesday 18 March 2020. A nationwide curfew (10pm to 5am) has been in place since 22 March. Quarantine orders and sanitary cordons are in place in Santiago and in other parts of the country. Chile is deploying a flexible approach to bringing municipal areas in and out of quarantine/sanitary cordons. New measures can be announced by the government at any time and come into force shortly after, although changes are typically announced every Wednesday and are applied from Fridays onwards. 
The government of Chile has implemented measures to limit the spread of COVID-19. The following new measures were announced by the Chilean government on 1 July: Extension of quarantine for Gran Santiago as well as six nearby comunas until Friday, 10 July;  Iquique (I Region);  Alto Hospicio (I Region);    Pozo Almonte (I Region); San Felipe (V Region); Los Andes (V Region); Valparaíso (V Region); Viña del Mar (V Region); Quillota (V Region); San José de Maipo (RM); Calera de Tango (RM); Peñaflor (RM); Talagante (RM);  El Monte (RM);  Melipilla (RM); Curacaví (RM); Tiltil (RM); Rancagua (VI Region); Graneros (VI Region);  Machalí (VI Region); Curicó (VII Region). A sanitary cordon for the comunas of Lota and Coronel (VIII Region), beginning at 10:00 pm Friday, July 3. Rengo and parts of Arica commune will be quarantined from July 14.",20200702,All foreigners and Chileans entering Chile are subject to a mandatory 14-day self-quarantine.,COVID-19 negative certification not required / not known,202
China,CHN,104.140337,32.309904,09.07.2020,"[https://www.gov.uk/foreign-travel-advice/china]
[https://www.osac.gov/Content/Browse/Report?subContentTypes=Alerts%2CTravel%20Advisories]
[https://china.usembassy-china.org.cn/covid-19-information/]","Flights and trains canceled as Beijing authorities upgrade emergency response to COVID-19  (Business Standard, 17.06.2020) 
On July 16th ferry service between Taipa Ferry Terminal and Hong Kong International Airport will close (Macau Government Portal, 24.10.2020)                                                                                    
                                                                                                                                                                                                                                           *****International restrictions: 
Commercial flights are operating to and from China. International airlines may only maintain one route to China, operating one flight per week. 
China has suspended entry to foreign nationals with visas issued before 27 March, this includes transit passengers. The only exemptions will be diplomatic, service, courtesy or C visas. Individuals coming to China for necessary economic, trade, scientific or technological activities, or for emergency humanitarian needs, may apply for new visas at Chinese embassies or consulates. All international passenger flights to Beijing will be diverted to 16 designated airports in Chengdu, Changsha, Hefei, Lanzhou, Tianjin, Shijiazhuang, Taiyuan, Hohhot, Jinan, Qingdao, Nanjing, Shenyang, Dalian, Zhengzhou, Xi’an and Wuhan. Health regulations surrounding passengers arriving from overseas are continuously changing. All overseas passenger arrivals are subject to health checks (likely involving nucleic acid or swab tests), including during transit, followed by a centralised quarantine period of at least 14 days – costs for which to be covered by the passenger. During this period follow-up swap tests are likely to take place. Those failing health checks may be sent to a designated hospital for treatment. Quarantine requirements can change at short notice and may differ from province to province. Families, including those with children, may be separated upon entering quarantine. Those undergoing centralised quarantine will be asked to cover the fees for the duration. Before you travel, check with your airline, travel operator or hotel for any changes or restrictions. China issued an order to ensure compliance with health and quarantine regulations at borders. Refusal to comply with procedures or testing put in place or any attempts to deliberately conceal health conditions can result in being sentenced to up to three years in prison. This applies to both Chinese and foreign nationals.

*****Internal Restrictions
Mandatory requirements to check temperatures and use health apps or scan QR codes to prove travel history are in place at transport hubs, hotels, commercial buildings including restaurants, residential compounds and other locations – such locations are also increasingly requiring use of ‘health kit code’ apps to demonstrate health condition and travel history. Restrictions on movement and quarantine arrangements remain for travel between different parts of the country. Some cities and provinces require travellers from high to medium risk areas to undergo 14 days of isolation in their place of residence or in centralised observation. Quarantine is enforced at the neighbourhood level, procedures vary, it is recommended to check in advance. The posibility that local authorities impose mandatory quarantine in response to fresh outbreaks is high There have been reports of individuals who have frequented bars or restaurants where there have been confirmed cases of COVID-19 being mandated to undergo 14 days of centralised quarantine. A record should be kept with the latest developments and this travel advice. There have been reports of discrimination against foreign nationals in China as a result of a perceived risk that they might re-import COVID-19. ",20200709,"All passengers arriving at PEK will have a PCR test and be quarantined at the designated location in Beijing for 14 days.
Passengers arriving at Shanghai Pudong (PVG) or Shanghai Hongqiao (SHA) must undergo a Nucleic Acid Test (NAT) and a 14-day quarantine in designated places for medical observation.
Passengers who live in or have been in France, Germany, Iran, Italy, Japan, Korea (Rep.), Spain or USA in the past 14 days arriving at Guangzhou (CAN) or Shenzhen (SZX) must undergo 14-day quarantine at home or in designated places for medical observation. All passengers arriving at SZX will have a PCR test.
All passengers arriving at XMN will be quarantined for medical observation at the designated hotels for 14 days on their own expenses.
- This does not apply to passengers under 18 years old, passengers above 70 years old, pregnant women and passengers suffering from illness. They must apply for permission to undergo a 14-day quarantine at home.","COVID-19 negative certification subject to special conditions. 

All passengers arriving at PEK will have a PCR test.
Passengers arriving at Shanghai Pudong (PVG) or Shanghai Hongqiao (SHA) must undergo a Nucleic Acid Test (NAT).
All passengers arriving at Shenzhen Bao'an International Airport (SZX) will have a PCR test. ",203
China/India,"CHN, IND",79.333961,32.875909,,,,,,,204
Christmas Island,CXR,105.637062,-10.485213,,,,,,,205
Clipperton Island,PYF,-109.21719,10.303389,,,,,,,206
Cocos (Keeling) Islands,CCK,96.829094,-12.18439,,,,,,,207
Colombia,COL,-73.079481,3.904939,13.07.2020,"[https://www.gov.uk/foreign-travel-advice/colombia]
[https://www.osac.gov/Content/Browse/Report?subContentTypes=Alerts%2CTravel%20Advisories]
[https://co.usembassy.gov/covid-19-information/]","Medellin and townships of Aburra Valley issue strict quarantine order for weekends starting on 17 July (RCN Radio, 13.07.2020). Lockdown measures extended until 1 August; international flights suspended until 31 August (Reuters, 08.07.2020)

*****International restrictions:
Colombia’s land and sea borders are now closed. Airports are closed to international traffic. Regulations are subject to change at short notice and you should check with your travel provider before your journey. All arrivals, including residents and Colombian nationals, who intend to enter the country should complete the Preventive Control Against Coronavirus form [https://www.migracioncolombia.gov.co/controlpreventivocontraelcoronavirus]. Cruise ships are not being allowed to dock at Colombian ports. You should monitor local authority statements on social media @MigracionCol.

*****Internal restrictions:
President Duque announced a State of Emergency on 18 March. Nationwide isolation measures are in effect until 1 August. These measures restrict social contact and movement to essential activities only. This also applies to the use of private vehicles. During this period, one individual per household may leave his or her home or accommodation to: Buy essential goods such as food, beverages, medicines, medical devices, sanitary and cleaning products, Walk a pet for 20 minutes in the vicinity of one’s residence, Access emergency services, including veterinarians
Attend a necessary medical appointment, Visit an ATM or bank to access financial services or to visit a notary, Take a licensed taxi or public bus when necessary to leave the house for one of these approved reasons. Individual sports activity and outdoor exercise can be authorised by local administrations under certain conditions and time restrictions and are dependent on age categories of 2-5 years, 6-17 years, 18-69 years and over 70 years. Regulations vary between regions, but social distancing rules continue to apply. Check with your local authority for more information on the specific restrictions in your area. There are further non-essential exemptions to the lockdown, including visiting museums and libraries and accessing hairdressers and barbers. The timetable for this may differ regionally. Check with your local authority for more information on the specific restrictions in your area. Consumption of alcoholic beverages is prohibited in open spaces and commercial establishments. The use of masks is mandatory when using public transport and in areas with a high concentration of people. Cloth masks are acceptable. Those with respiratory symptoms and at risk groups (including those with pre-existing health conditions and adults over the age of 70) must always use masks in public. Certain regional authorities (e.g. in Bogota) require masks to be worn at all times when outside. Check with your local authority for more information on the specific restrictions in your area. Regional authorities are implementing significant further measures, including restrictions based on gender and/or identification numbers, curfews, as well as not permitting certain exemptions to the lockdown, including outdoor exercise. This includes Bogota, which is operating a system of enhanced restrictive measures by area. Permits from the local authorities to travel to the airport are no longer required. ",20200713,All arriving passengers are expected to comply with a self-quarantine of 14 days.,"COVID-19 negative certification not required / not known. 

All passengers are required to wear face masks on board the aircraft. ",208
Comoros,COM,43.354136,-11.66225,14.07.2020,"[https://www.gov.uk/foreign-travel-advice/comoros]
[https://www.osac.gov/Content/Browse/Report?subContentTypes=Alerts%2CTravel%20Advisories]
[https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/]
","*****International Restrictions
All international flights are suspended until further notice. Ports are closed to traffic from affected countries. Entry to Comoros is currently prohibited. 

*****Internal restrictions:
The authorities in Comoros have introduced measures, including travel restrictions and enhanced screening procedures, to prevent the spread of coronavirus within Comoros, including between the islands of Grande Comore, Moheli and Anjouan. From 25 April, a daily curfew is in place from 8pm to 5am. The number of passengers on public transport is limited (10 in buses, 4 in taxis). You must wear a face-mask in all public places, including markets, banks and shops and on public transport. Some hotel and guesthouse accommodation are open, although many remain closed. We advise that you contact your accommodation provider before travelling. Wedding celebrations, commemorations and political gatherings have been banned until further notice. Schools and universities remain closed. You must wear a face mask in all public places, including markets, banks and shops and on public transport.",20200714,Passengers arriving from or having transited through China or Japan face entry travel restrictions or quarantine.  Travelers from counties with confirmed cases of COVID-19 may be required to have spent a period a period of 14 days in quarantine in a country that is free from COVID-19.,COVID-19 negative certification required for entering the country.,209
Congo,COG,15.221024,-0.840003,10.07.2020,"
[https://cg.usembassy.gov/covid-19-information/]
[https://www.gov.uk/foreign-travel-advice/congo]
[https://www.osac.gov/Content/Report/efd9ddd4-8644-4c4c-a5d8-19004a09e5ef]","The government of The Republic of Congo extended a State of Health Emergency until July 11. The suspension of international passenger flights remains in effect, and Congolese borders remain closed. (OSAC, 24.06.2020)

*****International Restrictions:
Commercial flights to and from Congo remain very limited. The Republic of Congo closed its borders and all international passenger flights are suspended, except for cargo and humanitarian flights. Land,and maritime borders are also closed until further notice with the exception of cargo. Travellers entering the Republic of Congo may be subject to screening, including temperature checks. All travellers entering the Republic of Congo will be placed into 14 day quarantine at a government run facility. There are currently no track and trace requirements for arrivals. Travellers leaving the Republic of Congo may be subject to screening, including temperature checks. Public health measures and entry requirements may change at short notice.

Public health requirements for humanitarian flighs [https://humanitarianbooking.wfp.org/en/wfp-aviation/]

*****Internal Restrictions:
The following measures are in place and may be amended at short notice: People are prohibited from leaving home, and non-essential travel is suspended. There is an exception for workers providing essential goods and services. A nationwide curfew from 10pm until 5am. Face masks must be worn in all public places. All shops, except those selling food and essential products, are closed. Gatherings of more than 50 people as well as of family events such as weddings and funerals are prohibited. Places of worship, schools, higher education institutions, bars and nightclubs are closed. Face masks must be worn in all public places. The Republic of Congo authorities have mobilised defence and security forces to ensure compliance with the lockdown measures.",20200710,"All passengers are subject to 14 days of mandatory quarantine on arrival, at the designated hotel Brazzaville. ","COVID-19 negative certification required. 

Passengers coming to Congo are advised to be tested for COVID-19 before travelling.  ",210
Cook Islands,COK,-159.77791,-21.23477,07.05.2020,[https://www.kayak.com/travel-restrictions/],"The Cook Islands have restricted entry to all travelers who have transited or been in any country other than the Cook Islands and New Zealand within the past 14 days. Nationals and residents of the Cook Islands and New Zealand and their immediate family members may still enter the Cook Islands, as may Australian nationals and residents who normally reside in New Zealand, and their immediate family members. Travelers with a work permit issued by the Cook Islands may also enter the country along with their immediate family members.

*****International restrictions:
The Cook Islands have restricted the entry to all travelers except for Cook Islanders and Cook Islands Permit Holders. The Cook Islands have restricted the entry of all travelers except for Cook Islanders and Cook Islands Permit Holders who have been present in New Zealand for at least 30 days and whose main purpose of travel is to return home, or to take up or resume employment.

*****Internal restrictions:
The authorities declared the country COVID-19 free on 18 April, and restrictions on domestic travel to and from the outer islands have been lifted. Businesses, including restaurants, have gradually resumed operations. A ban on gathering of more than ten people has also been lifted, while schools have reopened.",20200507,All travellers allowed entry will be subject to a 14-day mandatory quarantine.,COVID-19 negative certification not required / not known,211
Costa Rica,CRI,-84.193641,9.974905,14.07.2020,"[https://www.gov.uk/foreign-travel-advice/costa-rica]
[https://www.osac.gov/Content/Report/4d1a6a45-2594-42af-aca6-19004cf1073e]
[https://cr.usembassy.gov/covid-19-information/]","Costa Rica will open its borders to tourists on August 1 (Ticotimes.net, 28.06.2020)
Government halts reopening as COVID-19 cases increase (Reuters, 19.06.2020). Border closure extended until 30 June (Reuters, 29.05.2020)

*****International restrictions:
Commercial flights are limited. Until 31 July 2020, only Costa Rican citizens and legal residents will be allowed entry to the country by land, sea or air. Any foreigner who entered Costa Rica as a tourist after 17 December 2019 will have their visa waiver (usually 90 days) extended until 17 August 2020. The Costa Rican government has announced that any legal resident who left Costa Rica on or after 24 March would automatically be prohibited from re-entry for a period specified on the date of their leaving and notified to them in writing. The authorities are permitting same-day airside transit with a confirmed onward booking. The above categories of people, entering during this time, will be required to self-isolate for 14-days.

*****Internal restrictions:
The use of private vehicles is currently restricted for the entire country. Restrictions vary as risk levels change. The restrictions are usually based on the last number of the licence plate. There is a requirement for use of facemasks on public transport, which can vary with risk levels. Check official information [https://www.mopt.go.cr/wps/portal/Home/informacionrelevante/restriccion/!ut/p/z1/04_Sj9CPykssy0xPLMnMz0vMAfIjo8ziPQPcDQy9TQx83D0szQwcTYOcnIwCPYz8Q8z0w9EUmAW5GDha-viYuvkbGFuYG-hHEaPfAAU4GjgFGTkZGxi4-xuRox_ZJML6o9CUYPoArACfE7EoQHFDQW5oaIRBpicAzmG7ew!!/dz/d5/L2dBISEvZ0FBIS9nQSEh/] .There is a requirement for use of facemasks on public transport, which can vary with risk levels. Check official information [https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1740-ministerio-de-salud-detalle-obligatoriedad-de-uso-de-mascarillas-o-caretas]. The supply of hire cars may be reduced, as rental companies have been asked to lend their vehicles for deliveries of medical equipment and goods. Public transport is operational with some restrictions. Taxis can operate at all hours. The Costa Rican authorities ordered the closure of all hotels, except those providing accommodation to foreign tourists and some essential workers. There are restrictions on beaches, restaurants, bars and other places where people gather. These are subject to change as risk levels vary. Take note of official advice and information [https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1740-ministerio-de-salud-detalle-obligatoriedad-de-uso-de-mascarillas-o-caretas]. ",20200714,"Costa Rican citizens and legal residents entering during this time, will be required to self-isolate for 14-days.","COVID-19 negative certification subject to special conditions. 

All arrivals are also being tested at port of entry for COVID-19.",212
Côte d'Ivoire,CIV,-5.552758,7.622364,15.07.2020,"[https://www.gov.uk/foreign-travel-advice/cote-d-ivoire]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://ci.usembassy.gov/covid-19-information/]","International flights to resume 1 July, domestic flights resumed on 26 June. (Reuters, 25.06.2020)

*****International restrictions:
Commercial flights are now operating to and from Côte d’Ivoire on a limited number of routes. The state of emergency has been extended to 30 July. 
If you are arriving in Côte d’Ivoire, you’ll need to complete the online DDVA (air travel declaration) form [https://deplacement-aerien.gouv.ci/#/] before travelling and comply with the medical monitoring system which has been put in place by the authorities for anyone arriving in Côte d’Ivoire from outside. This includes providing contact information and providing temperature readings. Other measures may also be put in place on arrival. Entry is currently limited to Ivorian nationals, ECOWAS nationals (who do not require visas), residents or other foreign nationals who already hold visas. You will not require a visa for any airside transit. You will be advised to self-isolate in your own accommodation for 14 days on arrival in Cote d’Ivoire. On arrival, you will be required to fill in a form providing your contact details.

*****Internal restrictions:
The ban on all movement to and from Abidjan was lifted on 15 July. Most hotels and other accommodation are now open. Everyone is required to wear face masks in public areas. Within Abidjan, gatherings of more than 50 people are currently not allowed and you need to wear face-masks in public places. There are hand-washing facilities and/or antibacterial gel available before entering most public buildings and restaurants. Schools and restaurants are open. Bars, nightclubs, cinemas and theatres will remain closed until the end of July.",20200715,You will be advised to self-isolate in your own accommodation for 14 days on arrival in Cote d’Ivoire.,"COVID-19 negative certification not required / not known
On arrival, you will be required to fill in a form providing your contact details.",213
Croatia,HRV,17.958746,45.451704,15.07.2020,"[https://www.gov.uk/foreign-travel-advice/croatia/entry-requirements]
[https://hr.usembassy.gov/covid-19-information-2/]
[https://reopen.europa.eu/en]","*****International restrictions:
From EU: All EU/EEA nationals and persons with permanent residence in EU/EEA countries, plus their family members, can enter Croatia freely. However, all travellers are advised to fill out the form on the ENTERCROATIA website [https://entercroatia.mup.hr/]
Transit:Passengers in transit may travel through the Republic of Croatia provided that it is possible to enter or transit through the neighbouring countries. During transit, the shortest traffic routes should be used without undue delay, including the motorway where possible. It is necessary to leave the Republic of Croatia as soon as possible and no longer than 12 hours from the time of entry.
From third countries: Third country nationals may enter the country for business, tourist reasons, other economic interests for Croatia, or pressing personal reasons, if they provide relevant proof. Health supervision with 14 days quarantine is mandatory. This can be shortened to seven days if a passenger does an oropharyngeal swab at his/her expenses seven days after entering Croatia, and gets a negative result for SARS-CoV-2. The intention to cross the state border has to be communicated in advance via e-mail to uzg.covid@mup.hr and requests will be addressed in the shortest possible timeframe. Please note that once you receive confirmation that you may enter the Republic of Croatia, you are advised to fill in the form available at [https://entercroatia.mup.hr] in order to shorten the waiting time.
As from 1 July, EU Member States should start lifting the restrictions on non-essential travel into the EU for residents of the following third countries: Algeria, Australia, Canada, Georgia, Japan, Montenegro, Morocco, New Zealand, Rwanda, Serbia, South Korea, Thailand, Tunisia, Uruguay, China, subject to confirmation of reciprocity. Residents of Andorra, Monaco, San Marino and the Vatican/Holy See should be considered as EU residents for this purpose. Every two weeks this list of countries will be reviewed and the information updated here. More info: [https://data.consilium.europa.eu/doc/document/ST-9208-2020-INIT/en/pdf].

*****Internal Restrictions
Movement throughout the country is allowed. It is mandatory for passengers to wear masks on public transport and taxis.Croatia has mostly lifted mandatory self-isolation and quarantine restrictions for individuals entering the country. Travelers still may be ordered to self-isolate or spend 14 days in official government quarantine facilities if deemed necessary to prevent the spread of COVID-19; placement in quarantine is at the expense of the traveler. You should follow the latest instructions from the local authorities [https://www.koronavirus.hr/en]. From 13 July 2020, the requirement to wear a face mask has been extended from public transport and taxis to include shops and other commercial premises.",20200715,There is currently no requirement to self-isolate on arrival in Croatia.,COVID-19 negative certification not required / not known,214
Cuba,CUB,-79.54237,22.094607,09.07.2020,"[https://cu.usembassy.gov/covid-19-information/]
[https://www.gov.uk/foreign-travel-advice/cuba]
[https://www.osac.gov/Content/Browse/Report?subContentTypes=Alerts%2CTravel%20Advisories]","Government partially reopens borders to international tourists (Xinhua, 02.07.2020). Lockdown restrictions to ease in Havana starting 3 July (Reuters, 01.07.2020).

*****International restrictions:
All commercial and charter flights are suspended from entering or leaving Cuba until 31 July 2020. This date may be subject to further review. Havana airport is open for humanitarian and repatriation flights. No foreign sea vessels are allowed in Cuban waters until further notice. On sea vessels, there may be exceptions made by Cuban authorities on the grounds of health, fuel or technical problems. 
Under the government’s phased recovery plan, the current rules on entry are: Cuban nationals and foreign residents can enter (Havana is the only airport, and only with repatriation flights at present); no foreign visitors are allowed to enter the country until phase three of the national recovery plan, except for from 1 July, tourists can come to Cuba again with international charter flights directly to these destinations: Cayo Coco, Cayo Cruz or Cayo Guillermo (served by Jardines del Rey airport); Cayo Santa Maria (flying into Santa Clara airport), or Cayo Largo del Sur., with luggage limits of one case of up to 32kgs per passenger plus hand luggage. All returning Cuban nationals and foreign residents arriving to Havana (the only airport open) will have their temperature checked. All international tourists arriving on charter flights to the Cayos will have their temperature checked and a PCR (antigen) test. Anyone with respiratory problems may be isolated. Anyone who tests positive for coronavirus will be hospitalised immediately. Current measures require all passengers arriving at Havana airport to go into quarantine for 14 days, in a government facility (possibly hotel or hospital). This can be in their home Province.

*****Internal restrictions:
There is a difference in travel and transport for Provinces in Phase 1 (Havana and Matanzas) and the rest in phase 2 of the national recovery plan. 
Transport services are starting to resume in Havana and Matanzas, with limited numbers of passengers allowed on buses and in taxis. There are no transport services allowed between Havana and Matanzas or with other Provinces. Car rental is not allowed. There are taxis running to and from the airport. There will not be any train services until Havana is in phase 2. For all other Provinces, the transport services within the Provinces have been resuming, with limited numbers of passengers, as has inter-provincial travel between Provinces in phase two of the recovery plan. Only passengers with tickets are allowed to enter the bus stations. Face masks must be worn at all times when travelling on buses and in taxis. Tourists arriving on charter flights to the Cayos will be transported to their resort by bus and must wear a mask during the transfer. Tourists in the five Cayos can rent cars but they cannot leave the Cayo. 
Hotels and guest houses are starting to reopen for Cubans and foreign residents of Cuba (known as ‘national tourism’) but to a limited occupancy (between 30 and 50%). Guests may have to wear face masks in some hotel facilities. Medical teams may visit to check on health of guests, including taking their temperature. Campsites are also starting to reopen to a limited capacity.
International tourists are only allowed into the Hotels in the five Cayos, arriving on international charter flights. Hotels must limit the numbers of people using facilities at any one time, especially swimming pools and elevators. Wearing a face mask in public is compulsory as is social distancing of a minimum of one metre. Shops in all Provinces can open but must limit the number of customers within the shop. This means there are queues to enter shops. Cafés, bars and restaurants are re-opening but must limit the number of customers (around 30% capacity) and separate tables by 1.5 metres. No dancing is allowed during phase one or phase two of the recovery plan. Social clubs, gyms, museums, etc. are also re-opening to a limited capacity and visitors must observe social distancing. Swimming pools can open to a limited capacity and to restricted visit times, to allow cleaning for the next opening times. Beaches are open but limited numbers of people are allowed during phase one and phase two. There will be personnel at the beaches to manage access. Churches are also able to re-open for services. Provinces in phase two of the recovery plan (currently all except Havana and Matanzas), can start to re-open theatres and cinemas and hold some sporting events.
",20200709,"Authorities may isolate individuals arriving from COVID-19 high risk countries, or those exhibiting symptoms similar to COVID-19, as well as require screening and evaluation at a local hospital or clinic. Individuals who require quarantine will be transferred to select facilities to complete treatment in isolation for 14 days.","COVID-19 negative certification subject to special conditions. 

Visitors and permanent residents, will be checked  with a ‘PCR’ swab and a temperature test. Tourists arriving on charter flights to the Cayos will have their temperature checked and a PCR (antigen) test. ",215
Curaçao,CUW,-69.056155,12.230503,26.06.2020,"[https://www.gov.uk/foreign-travel-advice/curacao]
[https://cw.usconsulate.gov/news-events/covid-19-information/]","*****International restrictions:
Curacao has announced some limited relaxations of those travel restrictions: Flights to and from Bonaire will resume on June 12, 2020; Flights to and from Aruba will resume on June 15, 2020 through July 9, 2020; Flights to and from Sint Maarten will resume on June 19, 2020 through June 30, 2020; Flights to and from the Netherlands will resume July 1, 2020; Curacao has not yet announced when flights to and from the United States will resume, but most U.S. airlines have cancelled flights until July 2020 at the earliest. The Venezuelan authorities have closed the borders with Aruba, Bonaire and Curaçao. There is currently no air or sea traffic between Curaçao and Venezuela. If you’re planning to travel on these routes, contact your tour operator for further advice.

*****Internal Restrictions:
Curacao lifted its curfew order on 5 June 2020.
",20200626,All inbound passengers will be subject to a mandatory quarantine of 14 days at a location indicated by the minister of health. ,"COVID-19 negative certification not required / not known. 

The Immigration Authority and the Department of Health will be performing screenings of all arriving passengers. ",216
Cyprus,CYP,33.221964,35.05631,15.07.2020,"[https://www.gov.uk/foreign-travel-advice/cyprus]
[https://cy.usembassy.gov/covid-19-information/]
[https://www.osac.gov/Content/Report/26a87239-cdf4-493c-989f-18d7340ef965]
[https://reopen.europa.eu/en]
","Cypriot government to reintroduce ban on flights from Lebanon from 6 July (Reuters, 05.07.2020). Scheduled flights to the Turkish Republic of Northern Cyprus (TRNC) resumed on Wednesday 1 July. (AA, 01.07.2020) 

*****International restrictions:
***From within the EU: Based on epidemiological criteria and data, countries are divided in 3 categories: Category A, Category B, and all other countries that do not belong to Category A or B (classified as Category C). The categorisation of countries (available at: https://cyprusflightpass.gov.cy/en/country-categories) is continuously updated, according to the mentioned epidemiological criteria. As of 20 June 2020, passengers from Category A countries are only asked to provide some specific information and a declaration. Passengers from Category B and C countries will need to: - have undergone a test for Covid-19 at a certified lab, within at least 72 hours prior to their departure, and hold a certificate demonstrating the negative result to the test; - provide specific information and a declaration. In the following cases, passengers travelling from Category B countries have the option to be tested - at their own expenses - upon their arrival at the Republic of Cyprus, if they didn’t take the test for COVID-19 within at least 72 hours prior to their departure: 1. Cypriot citizens and their family members (foreign spouses, their minor children and their parents); 2. Persons legally residing in the Republic of Cyprus; 3. Persons allowed to enter the Republic of Cyprus under the Vienna Convention; 4. Persons, regardless of nationality, having a special permission by the Republic of Cyprus, as defined under the infectious Diseases (Determination of Measures Against the Spread of the Covid-19 Coronavirus disease) Decree (N.30), as amended; 5. Persons from countries in category B, whose authorities are not in a position to offer Covid-19 testing to those wishing to travel to the Republic of Cyprus, following an announcement by the Ministry of Health of the Republic of Cyprus are permitted to perform the Covid-19 test upon their entry to the Republic of Cyprus.
Only the following passenger categories can travel to Cyprus from Category C countries: 1) Cypriot citizens permanently residing in the Republic, and their family members (foreign spouses, their minor children and their parents); 2) Persons legally residing in the Republic of Cyprus; 3) Persons allowed to enter the Republic in accordance with the Vienna Convention; 4) Persons of any nationality who are allowed to enter the Republic after obtaining special permission from the Republic of Cyprus, as defined under the infectious Diseases (Determination of Measures Against the Spread of the Covid-19 Coronavirus disease) Decree (N.30), as amended. The above groups of passengers, travelling from Category Β or C countries, will have the option of taking the test upon their arrival in Cyprus and pay for the cost of the test. Passengers should constantly visit the dedicated electronic platform to be informed of possible changes that will affect their trip. The prerequisites for passengers travelling to Cyprus from each country category can be found at: https://cyprusflightpass.gov.cy/en/download-forms All passengers travelling to the Republic of Cyprus have to submit, within 24 hours before starting their journey from the country of origin to the Republic of Cyprus (either via direct flight or with intermediate stops), all the information and documents required to obtain the CyprusFlightPass (https://www.cyprusflightpass.gov.cy). The use of the platform is obligatory for anyone who wishes to travel to Cyprus. Consequently, when booking a flight, passengers have to be informed in advance by airlines, travel agents and/or internet booking platforms, before the final step of booking, that the acquisition of the CyprusFlightPass is necessary for their travel to the Republic of Cyprus. Only in case of technical problems or scheduled maintenance of the electronic platform, which will be officially announced in the platform itself, passengers will be allowed to fill in the required form in writing.
***Transit: Transit is permitted, with limitations.
***Third Countries (see above and): As from 1 July, EU Member States should start lifting the restrictions on non-essential travel into the EU for residents of the following third countries: Algeria, Australia, Canada, Georgia, Japan, Montenegro, Morocco, New Zealand, Rwanda, Serbia, South Korea, Thailand, Tunisia, Uruguay, China, subject to confirmation of reciprocity. Residents of Andorra, Monaco, San Marino and the Vatican/Holy See should be considered as EU residents for this purpose. Every two weeks this list of countries will be reviewed and the information updated here. More info: [https://data.consilium.europa.eu/doc/document/ST-9208-2020-INIT/en/pdf].

*****Internal restrictions:
Movement throughout the country is allowed. Following policy changes announced by the Republic of Cyprus Government and the administration in the north, all crossing points between the Republic and the north are effectively closed to travellers. In the Republic of Cyprus, most movement and other restrictions have now been lifted. Further guidance and information is available on the gradual easing of the lockdown measures [https://www.pio.gov.cy/coronavirus/en/pdf/measuresx.pdf]. In the north of Cyprus, most movement restrictions and other have now been lifted. Face masks must be worn in public at all times.",20200715,"Cyprus is allowing entry from two sets of countries of origin, according to epidemiological criteria. Please consult the country lists here [https://www.visitcyprus.com/index.php/en/cyprus-covid19-travel-protocol]
As of 20th June, persons travelling from Category A countries face no restrictions; people travelling from Category B countries are required to have a PCR test done at the source country, 72 hours prior to their arrival. Travel from countries which are not present in either of the two categories is allowed only in exceptional cases and after receiving prior approval by the Cyprus government. This is also the case for transit travel via these countries. A full list of pre-requisites (in English) is available here [https://www.pio.gov.cy/coronavirus/pdf/f11en.pdf]
Travellers arriving from category C countries will be subject to 14-day mandatory quarantine.","COVID-19 negative certification required for entering the country. 

Travelers arriving from countries under category ""B"" will be required to present proof of a negative COVID-19 test that has been conducted within 72 hours of travel, or on arrival, if the test is unavailable in the country of departure.",217
